3308,tm84618
11475,tm127384
11473,tm127384
11475,tm70993
14255,tm190788
56405,tm14873
13439,tm185072
28692,tm98978
22355,tm119281
23705,tm67378
29187,tm44204
26781,tm69778
65063,tm69997
5104,tm96649
14797,tm16479
173191,tm135083
244219,tm14491
41187,tm89386
529468,tm156453
173191,tm27298
222342,tm356209
173191,tm204541
173191,tm14350
216805,tm102287
752913,tm76557
144388,tm71909
216331,tm94651
173191,tm19608
16383,ts45948
173191,tm90896
144388,tm75975
414437,tm97793
1528491,tm85426
521185,tm85426
223457,tm188894
223458,tm188894
223456,tm188894
173252,tm107372
479396,tm200475
479396,tm259855
479396,tm259684
434193,tm100027
514365,tm100027
144388,tm10204
522301,tm403346
906104,tm16812
549933,tm336403
5005,tm119776
224,tm111075
37242,tm180542
224,tm138875
43323,tm155792
21108,tm22327
12968,tm54450
925,tm2386
18924,tm145608
17900,tm41289
43538,tm132694
31566,tm117580
73538,tm20712
32357,tm130586
277353,ts2760
104375,tm125985
104375,tm40103
128365,tm21953
141630,tm152839
64700,tm62924
16383,tm62924
59733,tm114356
470490,tm147829
402187,tm126769
104375,tm49037
372949,tm159912
16383,tm133914
105250,tm38736
126482,tm258072
483456,tm52815
19028,tm137013
107666,tm157853
68124,tm157603
506342,tm45720
421150,tm55091
173191,tm151332
66030,tm24110
462999,tm348735
132198,tm51083
189445,tm126791
216915,tm311264
514365,tm172482
434193,tm172482
479396,tm52274
354120,tm132164
484289,tm132164
507044,tm342996
462999,tm411457
434193,tm371359
434193,tm446654
173191,tm47673
462999,tm419052
6591,tm11556
3238,tm122434
8969,tm106462
2779,tm57554
9310,tm192405
598595,tm55553
223,tm56574
10468,tm192037
9898,tm191989
3639,tm65686
21330,tm54903
4381,tm187187
20203,tm191772
17855,tm191848
11605,tm121879
18526,tm44402
115792,ts21034
200167,ts21034
13763,tm53419
52010,tm189764
24502,tm189764
5268,tm9323
3630,tm46173
4763,tm19673
9756,tm24877
23286,tm189433
63506,tm1822
11847,tm187791
22953,tm19494
92056,tm10739
49931,tm113576
19432,tm191387
58278,tm6859
18307,tm186589
18181,tm191374
47742,tm8446
10468,tm21596
4763,tm48430
73306,tm190835
170280,tm190835
48814,tm192199
12967,tm184205
3178,tm12499
21376,tm192431
94658,tm56033
33870,tm190486
12011,tm61103
30465,tm117488
596335,tm55732
36580,tm191431
590104,tm17721
5104,tm190811
31286,tm107659
466957,tm7073
251092,tm63514
18526,tm10811
433273,tm188970
218570,tm188606
433273,tm128073
64608,tm64817
32374,tm320211
296068,tm189171
45230,tm67635
56700,tm41525
141630,tm7951
66323,tm55100
258373,ts224786
434193,tm204173
173191,tm191614
128378,tm8859
149376,tm424630
66323,tm12876
56754,tm52083
119079,tm9898
434193,tm326102
462999,tm12482
462999,tm128925
68766,tm52871
68767,tm52871
451452,ts28516
63060,tm62385
104516,tm184502
209282,tm7810
104035,tm27601
128365,tm8687
143176,tm47530
103843,tm105716
63060,tm117873
128378,tm189773
479396,tm7032
103843,tm58893
57119,tm340430
64436,tm184326
459386,tm110225
189233,tm34391
456639,tm118438
68124,tm62176
69393,tm57169
36204,tm184224
173191,tm44776
188285,tm104933
136620,tm203186
103843,tm256669
173191,tm117840
456639,tm334788
119079,tm110160
432789,tm192301
74584,tm110766
434193,tm118256
188285,tm64729
400986,tm314602
441310,tm25389
65673,tm42397
80741,tm210754
434193,tm449775
1230993,tm449775
67640,tm255589
135115,ts26091
11429,tm33545
2779,tm172683
1725,tm92641
1092,tm102740
6896,tm87484
6895,tm87484
3630,tm39030
5567,tm78592
8492,tm116324
8709,tm34310
8212,tm160815
18307,tm78671
13626,tm89036
2964,tm86803
17741,tm105329
606531,ts20305
30307,tm35463
3809,tm84371
8212,tm139658
5565,tm79442
7883,tm131038
4505,tm154187
8794,tm133767
28334,tm88738
3770,tm148270
8969,tm93055
7026,tm133374
4994,tm26897
3447,tm109304
6123,tm76066
2781,tm90190
2783,tm90190
3180,tm29737
4507,tm84906
17235,tm142086
24502,tm95252
52010,tm95252
18526,tm136808
11994,tm195620
19725,tm109137
12719,tm84613
8212,tm173551
82662,tm173551
3349,tm94606
187192,tm136308
24221,tm82985
5268,tm145593
14151,tm150260
14152,tm150260
8024,tm119111
10268,tm130647
17235,tm32919
14695,tm23935
5047,tm137143
11508,tm28905
1147996,tm44486
16021,tm39487
18336,tm169949
16733,tm184913
8658,tm118637
13517,tm58382
16168,tm40009
6587,tm154470
20418,tm22294
12626,tm78067
7644,tm148379
8492,tm76428
4730,tm21467
25298,tm46436
4730,tm57190
7684,tm37546
4465,tm30205
21532,tm159310
10638,tm89592
16168,tm167516
24568,tm79895
12424,tm88045
14299,tm111600
20777,tm143938
15873,tm31187
25429,tm141390
224,tm74780
26396,tm150214
20194,tm176528
95729,tm102337
4591,tm36188
33580,tm88382
6341,tm47523
6342,tm47523
6251,tm24088
25429,tm137362
14324,tm177068
35464,tm82442
9756,tm90864
1499,tm101249
67406,tm142564
1532066,ts30356
2172694,ts30356
25323,tm89684
21534,tm183963
7166,tm27268
9756,tm81270
3809,tm137342
1093450,ts21688
37846,tm161263
9048,tm26638
13753,tm55303
18336,tm31189
224,tm165593
82577,ts15986
8969,tm78767
13763,tm36644
101425,tm77649
12043,tm33113
60588,tm78189
68596,tm43399
12759,tm147211
28317,tm29555
5606,tm93225
6296,tm86189
5231,tm104880
31214,tm101334
21532,tm135451
3308,tm186461
102370,ts30083
29424,tm141707
4465,tm103095
61013,tm83786
378686,ts27459
277708,ts20544
16964,tm27168
138262,ts30288
20437,tm114476
280220,ts12701
20290,tm130574
29822,tm160800
1435864,ts38159
29168,tm22493
398892,tm22493
21932,tm164557
21934,tm164557
187147,tm112381
367438,tm71119
60139,tm134235
1755,tm86995
46756,tm137530
74658,tm100688
589133,tm31290
45230,tm36475
104101,tm80059
1321,tm53999
67640,tm22636
65462,tm30289
1134778,tm38896
68596,tm29269
365746,tm156001
365745,tm156001
63670,tm73058
53156,tm76835
212146,tm48083
590682,tm33981
85460,tm80339
430849,ts52849
5194,tm165259
82104,tm97544
386499,tm65142
8281,tm22342
58673,tm24576
34975,tm41508
162963,ts74928
5194,tm52352
368990,tm170873
76186,tm176297
74584,tm110923
38960,tm150521
65417,tm75022
58642,tm177687
146832,tm22989
64446,tm156575
332973,ts44053
209169,tm91046
61021,tm61056
67640,tm138497
60636,tm93612
416012,tm81461
258258,tm81461
57419,tm96037
104101,tm36164
57419,tm147494
65374,tm31564
55849,tm95238
376078,tm54147
37697,tm99776
61021,tm30170
172569,tm37945
178219,tm25029
157893,tm59880
376071,tm34524
66925,tm83175
30991,tm65839
72792,tm89936
128103,tm22540
60636,tm34846
128449,tm32885
68596,tm82765
143213,tm170169
232016,tm44749
41557,tm47325
54009,tm47325
128449,tm146887
63375,tm144345
143176,tm70222
138721,tm92977
53952,tm98975
375281,tm25842
375280,tm25842
61027,tm43179
140378,tm95434
45230,tm23441
189233,tm418157
61026,tm86051
69393,tm44634
44761,tm62369
63060,tm23077
38641,tm31335
38906,tm139349
67640,tm85243
170546,tm165809
400512,tm89764
41918,tm68191
80741,tm51493
2086381,ts1413
408757,tm175687
400512,tm49405
66876,tm96168
66323,tm72587
63670,tm88366
297627,tm101684
111716,tm38454
69535,tm164389
65503,tm77863
400512,tm138902
2066574,ts4866
64481,tm149209
701746,tm147686
124344,tm82718
127942,tm39557
141354,tm22558
68175,tm164591
61027,tm106625
304814,ts18653
18051,tm352863
64446,tm29731
252950,tm80455
101582,tm84348
67533,tm144835
61028,tm129971
298287,tm41953
69508,tm103133
402194,tm421611
64436,tm155761
70344,tm75544
262830,tm29028
66323,tm93004
115,tm23977
66926,tm78790
67792,tm44530
353148,tm102848
61021,tm96595
67640,tm56428
67542,tm155774
115,tm44378
67149,tm97982
104035,tm27484
103222,tm145243
202602,tm77348
69049,tm111226
117061,tm237621
72792,tm104349
140623,tm152724
198145,tm69694
400512,tm105278
334830,tm80487
66876,tm33729
235458,tm129763
68175,tm130301
104035,tm141117
211329,tm35652
301559,tm49865
136620,tm254745
354728,tm134140
64436,tm114504
293040,tm76029
68767,tm33067
68766,tm33067
65822,tm103732
1590430,tm98475
48369,tm34924
68175,tm101609
168302,tm216753
66323,tm112235
381825,tm101540
420959,tm96052
61026,tm134407
69466,tm81864
430219,tm346951
369606,tm144263
304814,ts124246
419508,tm85689
658434,ts12444
618178,tm87909
673171,tm87909
337742,tm368679
461661,tm897538
65088,tm91323
1132571,tm36636
381825,tm52176
255775,tm178555
65978,tm42831
448862,tm135795
425577,tm254052
202602,tm254052
64481,tm166293
68302,tm99450
171173,tm154375
55912,tm241875
68117,tm97325
167882,tm85563
354728,tm95507
636919,tm308960
57119,tm154802
404649,tm21155
172843,tm46867
21934,tm140653
212039,tm160596
145940,tm76399
293040,tm226362
1041779,tm456581
164921,tm84316
176560,ts39604
947380,tm168869
898730,tm352243
323662,tm89012
375280,ts19384
375281,ts19384
254308,tm130999
141354,tm87672
323662,tm27275
176560,ts23797
66876,tm85369
369098,tm143510
645751,tm311516
68596,tm148041
141354,tm152413
721458,tm21956
1802211,ts70843
200136,ts70843
164921,tm57586
354728,tm91125
372383,tm142153
141692,tm100106
262830,tm341561
188218,tm91176
421380,tm145690
2333137,tm145690
455872,tm88343
141692,tm28024
1284311,ts188031
421380,tm89054
1171669,tm639940
304814,tm598375
21933,tm92671
401463,tm252951
69484,tm628693
614993,tm340006
30815,tm170758
12296,tm166064
12295,tm166064
83479,tm170442
2266,tm41792
8189,tm50018
11977,tm60292
16172,tm164877
594967,tm166548
859215,ts32835
4297,tm32982
2964,tm161802
6315,tm158304
6302,tm72140
11540,tm37153
8969,tm160433
8212,tm39896
4505,tm178201
5238,tm59428
5606,tm176356
8492,tm176507
9972,tm74848
6536,tm68272
35812,tm60844
